,Produto,Preco
189,"Monitor Gamer Acer Nitro KG282K 28"" 3840x2160 4K UHD IPS",3333.0
190,"IMPRESSORA DESKJET INK ADVANTAGE, 2376",305.0
191,"Mochila para Notebook 15.6"", HP",207.0
192,"COMPUTADOR GAMER 7000 - I7 9700 3.0GHZ 16GB DDR4 SSD 1TB FONTE 600W PFC ATIVO, SKUL",7777.0
193,"Capa com teclado e touch pad Logitech Combo Touch para iPad Pro 10.5"" e Air 3ª geração",1602.0
194,"Capa para webcam (pacote com 3) Allinko capa ultrafina para laptop de 0,06 cm para computador MacBook Pro/Air iMac iPhone Celular, PC, tablet, notebook, Surface Pro, Echo Show, bloqueador de câmera Slider – Preto",20.0
195,"ZIXING Webcam de computador HD 1080p, câmera Web de ângulo ultra grande com microfone de redução de ruído, adequada para computadores de mesa, laptop, PC, jogos, rede, ensino de conferência",173.0
196,Sangmei Cabo HDMI 2.1 Cabo HD com 8K de resolução 4K a 120Hz Visão 3D 48Gbps Largura de banda para o computador Smart Box Projector 3m,159.0
197,"Prasacco Capa para monitor de computador PU 24""",97.0
198,Pc Gamer Completo Maximus I5 GT 730 4GB 8GB Hd 1Tb Wi-fi,4199.0
199,Pc Gamer Bravus Intel i7 GTX 1650 16GB Hd 1TB SSD 120GB Wi-fi,8990.0
200,"Rato para jogos RGB sem fio, mouse de computador óptico USB de 2,4 GHz com RGB, 5 DPI ajustável até 3600, mouse de laptop ergonômico com 7 botões programáveis,rosa",159.0
201,Webcam Multilaser Plug E Play 16Mp Nightvision Microfone Usb Preto - WC045,76.0
202,Teclado Mecânico Gamer T-Dagger Bermuda Preto RGB Switch Azul com Iluminação Lateral T-TGK312-BL RGB,355.0
203,Computador Completo Core i5 4° Geração 8gb Hd 500gb + Monitor 18.5 + Wi-fi,3199.0
204,"Teclado Multilaser Slim com Fio USB Teclas Silenciosas Preto - TC213, Multilaser, Teclados, Windows ou Mac OS, Preto",29.0
205,GABINETE GAMER K-MEX CG-05Z5 ASGARD RITMICO C/FANS PRETO - CG05Z5RH005CB0X,534.0
206,"GABINETE GAMER MACUBE 310 DEEPCOOL, Preto",678.0
207,Gabinete Gamer DeepCool Macube 110 Preto Sem Fan,568.0
208,"Gabinete TT Versa H17 WIN/SPCC, Thermaltake, CA-1J1-00S1NN-00, Preto",398.0
209,Computador Pc Completo Intel i5 3°Geração 8GB SSD 240GB Wi-fi,2899.0
210,WATER COOLER KRAKEN X73-360MM - BOMBA + FANS RGB - RL-KRX73-R1,1998.0
211,Gab aerocool atx aero one mini frost pt.,505.0
212,Caixa de Som Trust Yuri 2.1,788.0
213,"Computador IntelCore i5, 3,2G, com HMDI, 500GB, Windows 10 e Wi-Fi",1659.0
214,Computador Pc Cpu Intel Core i5 Com Hdmi 16GB HD 500GB+SSD 240GB Windows 10 Wifi Desktop,2200.0
215,"Computador Core I5 Quad Core intel, 8GB Memoria, SSD 240GB ultra velocidade, Gabinete com fonte",1649.0
216,"Vitrine: APPLE IMAC A1311 2010 MC508BZ/A INTEL CORE I3 3.06GHZ, 4GB, 1TB, TELA 21 POLE - MOUSE SIMILAR Cor:Prata - De Vitrine (Mostruário)",2949.0
217,"Brasforma SBRM724 Suporte Articulado para Monitor LED e LCD de 13-27"", Preto",490.0
218,"Multilaser Combo Teclado e Mouse Sem Fio de Entrada Multimídia USB - TC212, Preto",89.0
219,GABINETE GAMER VX GAMING CRATER COM JANELA ACRILICA PRETO COM 2 X FAN FRONTAL 120MM 15 PONTOS DE LED VERMELHO,310.0
220,"Computador Bematech Rc-8400, Intel Celeron J1800 2.41ghz, 4gb Ram Ddr3l, 120gb Ssd",1299.0
221,Fone Com Microfone Lx-6000 Usb Microsoft - 7XF00001,448.0
222,"Gabinete TT Versa J25 TG RGB/BK/WIN/T.GLASS*1/MBSYNC, Thermaltake, CA-1L8-00M1WN-01",709.0
223,"PC Gamer AMD A8-9600, 16GB RAM DDR4, SSD 240GB, Vídeo Radeon R7, Gabinete e Mouse Gamer",3425.0
224,Computador Intel Core i5 9ª Geração 8GB DDR4 SSD 480GB (Placa de vídeo GEFORCE GT) Placa mãe ASUS Skill HomeJob,3303.0
225,Gab aerocool atx aero one mini pt.,425.0
226,"Gabinete Mid-Tower Atmos Preto com 4 Fans 120Mm Led Azul - Lateral em Vidro Temperado - Atptaz4Fcv, PCYes",474.0
227,Suporte Articulado de Mesa com Pistão a Gás e Ajuste de Altura para 2 Monitores de 17” a 27” - F160N,476.0
228,"ZIXING Webcam de computador HD 1080p, câmera Web de ângulo ultra grande com microfone de redução de ruído, adequada para computadores de mesa, laptop, PC, jogos, rede, ensino de conferência",173.0
229,Sangmei Cabo HDMI 2.1 Cabo HD com 8K de resolução 4K a 120Hz Visão 3D 48Gbps Largura de banda para o computador Smart Box Projector 3m,159.0
230,"Prasacco Capa para monitor de computador PU 24""",97.0
231,Pc Gamer Completo Maximus I5 GT 730 4GB 8GB Hd 1Tb Wi-fi,4199.0
