,Produto,Preco
297,Computador Gamer Fácil Intel Core i5 (Terceira Geração) 16GB Placa de Vídeo Geforce GT 730 2GB SSD 240GB,2561.94
554,Computador Desktop CorPC SlimPC Intel Core i5 8GB SSD 240GB HDMI Wifi,1923.59
679,Computador Pc Cpu Intel Core i5 Com Hdmi 8GB HD 500GB Windows 10 Desktop,1471.55
92,Computador Completo Intel Core i3 4GB SSD 120GB Monitor LED HDMI Áudio 5.1 canais Quantum Star,1763.99
1034,"Computador Completo Fácil Intel Core i7 9700F (Nona Geração) 16GB DDR4 GeForce 2GB SSD 960GB Monitor 21,5"" HDMI LED",5124.74
247,"Computador Completo Intel Core i5 8GB HD 500GB Monitor HDMI 19.5"" Áudio 5.1 canais PC CPU Windows 10 Quantum Flex",2619.53
1011,Computador Gamer Intel Core i5-2400 GT 710 RAM 8GB SSD 240GB Windows 10,2309.99
760,Computador Cpu Intel Core i3 8gb SSD 240GB Teclado Mouse,1889.55
136,Computador Pc Cpu Intel Core i5 Com Hdmi 8GB HD 500GB Windows 10 Wifi Desktop,1471.55
949,Computador completo intel 8gb ram hd 500gb,1218.29
173,Computador Pc Cpu Intel Core i3 Turbo 4GB HD 500GB Hdmi Windows 10 Desktop,1329.05
945,Computador Intel Core i7-6700 16GB SSD 240Gb e Windows 10,3239.46
1046,Computador Completo Pc Cpu Intel Core I3 4GB SSD 240GB Windows 10 Pro Hdmi Teclado e Mouse,1493.86
587,Computador Fácil Slim Intel Core i5 8GB SSD 480GB,1779.34
123,"Computador Completo Pc Cpu Monitor 19"" Intel Core i3 Hdmi 6GB HD 500GB Windows 10 Pro Teclado Mouse",1899.05
276,Computador Desktop Lenovo ThinkCentre M75q Tiny Ryzen 3 Pro 4GB 500GB Win 10 Pro 11A5001JBP Preto,3499.0
284,Computador ICC IV2541SM15 Intel Core I5 3.20 ghz 4gb HD 500GB HDMI FULL HD Monitor LED,1614.15
938,Computador Completo Pc Cpu Intel Core I3 8GB HD 500GB Windows 10 Pro Hdmi Teclado e Mouse,1458.71
974,Computador Completo Intel Core i3 4GB HD 500GB Monitor LED HDMI Áudio 5.1 canais Quantum Star,1721.99
291,Computador Intel Core i5 9ª Geração 8GB DDR4 SSD 240GB (Placa de vídeo GEFORCE GT) Placa mãe ASUS Skill HomeJob,2779.49
294,Computador Intel core I5 4 Geração 8gb DDR3 SSD 240gb,1566.55
218,Computador Intel Core i5 16GB HD 1TB EasyPC Go,1898.39
345,"Computador PC Intel 8ª Geração 8GB DDR4 HD 3TB (Placa de vídeo Intel UHD 610) Monitor LED Branco 19.5"" HDMI  Skill SlimPC",2787.99
229,"Computador Completo Intel Core i5 8GB SSD 480GB Monitor LED 19.5"" HDMI CorPC Fast",2420.03
825,Computador Completo Intel Core i5 4GB SSD 120GB Monitor LED HDMI Áudio 5.1 canais Quantum Star,1915.19
977,Computador ICC IV2382SWM19 Intel Core I3 8gb HD 1TB Windows Monitor 19,2107.15
710,"Computador Completo 3green Exclusive Intel Core i7 16GB com SSD 480GB Wifi Dual Band Monitor 19,5"" HDMI PC CPU",3611.99
215,Computador Desktop Intel Core i5 8GB SSD 120GB CorPC Fast,1502.33
451,Computador Completo Intel i7 4GB de RAM SSD 240GB Windows 10 PRO Com Monitor 15” ,3156.99
563,"Computador Desktop Quantum Expert QE51002D Intel Core i5 3,4GHZ 4GB HD 500GB DVD-RW HDMI Full HD",1385.99
369,"Computador Gamer Completo Fácil Intel i5 3ª Geração 8GB Placa de Vídeo GT 730 2GB HD 500GB Monitor 19""",2776.94
430,"Computador EasyPC Slim White Intel Core i5 8GB HD 500GB Monitor LED 19.5"" HQ HDMI Branco",2503.19
1007,Computador PC CPU Intel Core i3 8GB SSD 120GB HDMI FullHD Áudio 5.1 canais Wifi Quantum Star Slim,1444.79
783,PC Computador CPU Intel Core i7 12GB SSD 480GB EasyPC,2519.99
845,"Computador Completo Fácil Intel 4GB HD 500GB Monitor 15"" HDMI LED Teclado e Mouse",1689.0
736,Computador Pc Cpu Intel Core i5 Com Hdmi 8GB SSD 240GB Windows 10 Teclado e Mouse Desktop - Roca Forte,1614.05
711,Computador ICC IV2587SM15 Intel Core I5 3.20Ghz 8GB HD 240GB SSD HDMI FULL HD Monitor LED,1877.65
717,Computador PC CPU Flex ASUS Intel Core I5 16GB SSD 240Gb Windows 10,2315.61
332,Computador Completo Intel Core i5 8GB SSD 240GB Monitor LED HDMI Áudio 5.1 canais Wifi Quantum Star Slim,2326.79
707,Computador Fácil Intel Core i5 4GB SSD 240GB,1254.74
448,Computador PC Gamer Completo I5 8GB SSD 240GB Monitor,4290.14
153,Computador Desktop Intel Core i7 16GB SSD 120GB CorPC Fast,2528.39
233,"Computador Completo Fácil Intel Core i3 8GB HD 500GB Monitor 19"" HDMI LED Teclado e Mouse",1873.94
176,Computador Completo Intel Core i5 3.20Ghz 8GB HD 1TB Windows 10 Monitor 19”,2468.1
630,Computador Completo Pc Cpu Intel Core I5 4GB HD 500GB Windows 10 Pro Hdmi Teclado e Mouse,1484.4
289,"Computador Completo Intel Core i3 6GB HD 500GB Monitor LED 19.5"" HDMI EasyPC Go",1873.19
157,"Computador Completo Intel Core i7 8GB HD 3TB Mouse teclado mousepad Monitor 19"" HDMI Quantum Premium",3511.19
333,"Computador Completo Fácil Intel 4GB HD 500GB Monitor 19"" HDMI LED Teclado e Mouse",1919.0
380,Computador Gamer Fácil Intel Core i5 (Terceira Geração) 8GB Placa de Vídeo Geforce GT 730 2GB HD 500GB,2106.14
741,Computador PC CPU Intel Core i3 8GB SSD 240GB HDMI FullHD Áudio 5.1 canais Wifi Quantum Star Slim,1579.19
306,Computador Intel Core i5 8GB DDR3 SSD 240gb,1461.14
916,Pc Computador cpu I5 3ª Ger 4gb Ssd 120gb Fonte 200w,1424.99
744,Servidor Desktop Computador Intel Xeon Quad Core 8GB HD 3TB Placa de vídeo Geforce GT CorPC Safe,2032.79
686,Computador Intel Core I5 4Gb ddr3 Hd 500Gb Sata Com Hdmi,1329.91
918,"Computador Desktop EasyPC SSD Series Intel Dual Core 8GB Memória Monitor 19.5"" LED HDMI SSD 60GB HD 3TB teclao e mouse",2427.59
832,Kit Computador Monitor Teclado Lenovo I3 4160 480SSD WIFI,2650.0
510,Computador Cpu Intel Core I5 memória 8gb SSD 480gb,1594.96
724,"Computador ICC IV2587KWM19 Intel Core I5 3.20ghz 8GB 240GB SSD Kit Multimídia Monitor 19,5 Win10",2277.15
634,Computador Pc Cpu Intel Core i5 Com Hdmi 8GB HD 500GB Windows 10 Wifi Desktop,1471.55
175,"Computador PC CPU Completo Intel Core i5 3.20Ghz 8Gb 2Tb  Windows 10 Monitor 19"" LED Kit",2702.75
474,Computador Intel Core i5 16GB HD 3TB EasyPC Go,1990.79
637,PC G-FIRE AMD A10 9700 8GB 1TB Radeon R7 2GB Integrada Computador Gamer GKAC HTG-280,2754.05
398,"Computador Desktop Quantum Expert QE31902MD Intel Core i3 3GHZ 4GB HD 500GB DVD-RW Kit Multimídia e Monitor 19.5"" LED HDMI",1906.79
975,"Computador Completo Intel Core i3 8GB SSD 240GB Monitor 19.5"" LED HDMI Áudio 5.1 canais Quantum Star",2125.19
205,"Computador Completo Intel Core i5 8GB SSD 480GB Mouse teclado mousepad Monitor 19"" HDMI Quantum Premium",2923.19
67,"Computador Completo Intel Core i5 16GB HD 1TB Monitor LED 19.5"" HDMI EasyPC Go",2561.99
1038,"Computador Completo Intel Core i3 8GB HD 500GB Monitor HDMI 19.5"" Áudio 5.1 canais PC CPU Windows 10 Quantum Slim Flex",2351.99
599,Computador Intel Core i7 16GB HD 1TB EasyPC Go,2486.39
718,"Computador Completo Pc Cpu Monitor 19,5"" Intel Core i5 Hdmi 8GB SSD 120GB Windows 10 Teclado Mouse",1994.05
804,Computador Intel Core i7 16GB HD 500GB EasyPC Go,2267.99
776,"Computador Completo Intel Dual Core 4GB SSD 240GB Monitor 19.5"" HDMI Full HD Áudio 5.1 canais Skill DC",1861.49
807,Computador Pc Completo Intel i5 4Geração 8gb SSD 240GB Wi-fi,3059.1
381,"Computador Completo Intel 8ª Geração 8GB DDR4 HD 3TB (Placa de vídeo Intel UHD 610) Monitor 19.5"" LED HDMI Skill SpeedUP",2651.99
933,Mini Computador Intel Nuc Celeron Dual Core 2.0Ghz NUC7CJYH,1311.0
866,Computador completo intel 8gb de ram hd 500gb,1218.29
3,Computador Pc Cpu Intel Core i5 Com Hdmi 8GB SSD 240GB Windows 10 Teclado e Mouse Desktop,1614.05
556,Computador Slim PC Intel 10ª Geração G5905 8GB DDR4 SSD 240GB Skill Premiere,1963.49
878,"Computador Completo Fácil Slim Intel Core i5 4GB SSD 240GB Monitor 19"" HDMI LED Teclado e Mouse",2183.54
894,Computador Completo Intel Core i5 8gb SSD 240GB Monitor Wifi,2817.48
250,Computador Intel Core i7 8GB HD 500GB Mouse teclado mousepad Quantum Premium,2528.39
891,PC Computador Lenovo M92 Core i5 3470 8Gb 500gb Win10 Novo,1895.25
823,"Computador Completo Intel Core i5 16GB SSD 480GB Monitor LED 21.5"" HDMI EasyPC Go",2965.19
10,"Computador ICC IV2341SM15 Intel Core I3 3.20 ghz 4gb HD 500GB HDMI FULL HD Monitor LED 15,4",1418.65
618,Computador Completo Slim Corp L2F Monitor 19” Intel Core i5 Com Hdmi 8GB SSD 120GB Windows 10 Teclado e Mouse Desktop Pc,1994.05
49,Computador Completo Intel Core 2 Duo 8GB HD 500GB Monitor,1858.7
730,Computador Cpu Intel Core i5 8gb SSD 240GB Teclado Mouse,2079.55
476,"Computador PC Intel 8ª Geração 8GB DDR4 HD 1TB (Placa de vídeo Intel UHD 610) Monitor LED 19.5"" Branco HDMI Skill SlimPC",2702.99
627,"Computador desktop icc iv1841sm19 intel dual core 2.41ghz 4gb hd 500gb monitor led 19,5",1569.95
972,"Computador Completo Slim Intel 10ª Geração G5905 8GB DDR4 HD 500GB Monitor 19"" HDMI Skill Premiere teclado e mouse",2481.99
133,Computador Completo Monitor 19” Intel Core i5 4GB SSD 128GB Windows 10 Teclado e Mouse - Roca Forte,1994.05
504,Computador Desktop ICC IV2581SW Intel Core I5 3.20 ghz 8gb HD 500GB HDMI FULL HD Windows 10,1461.15
434,Computador Intel Core i3 10ª Geração 4GB SSD 240GB Certo PC Smart 4301,2801.54
107,Computador ICC Intel Core I3 3.20 ghz 4GB HD 250GB Kit Multimídia HDMI FULLHD Monitor LED,1461.15
351,Computador ICC Intel Core I3 3.20 ghz 4GB HD 320GB Kit Multimídia HDMI FULLHD Monitor LED Windows 10,1690.65
689,Computador Corporativo Fácil Barato Intel Core i3 8GB SSD 240GB Geforce 2gb,1633.14
73,"Computador Completo Intel Dual Core 4GB HD 500GB Monitor HDMI 19.5"" Skill",1679.16
195,Computador ICC Core I3 3.20ghz 8GB HD 120GB SSD Kit Multimídia Monitor LED HDMI FULLHD Windows 10,1843.65
349,"Computador Completo Intel Core i5 8GB HD 3TB Monitor LED 19.5"" HDMI EasyPC Go",2410.79
260,"Computador Gamer BLAZE AMD A6-7400 Séries, RAM 4/8GB, SSD, AMD Radeon, Windows 10",1583.65
692,Computador gamer intel core i3 530 1tb - brx,1675.0
89,Computador Gamer Completo com Monitor LED Intel Core i5 8GB HD 500GB (Nvidia Geforce GT 2GB) Kit Gamer EasyPC Stronger,2811.05
68,"Kit Computador Desktop Dell Vostro 3681-M10M 10ª Geração Intel Core i3 4GB 1TB Windows 10 + Monitor 21""",3536.1
1001,"Computador Gamer SPECTRUM AMD RYZEN 3 3200G, RAM 8/16GB, SSD, RADEON VEGA 8, Windows 10",3997.6
553,Computador Desktop CorPC SlimPC Intel Core i5 8GB HD 500GB HDMI Wifi,1553.99
131,"Computador Completo Intel Core i5 8GB HD 1TB Monitor LED 19.5"" HDMI EasyPC Go",2318.39
489,Computador Fácil Intel Core i5 8GB HD 1TB,1418.14
639,Computador Home Office Intel Core i5 8GB SSD 240GB Hdmi Windows 10 Desktop Pc Roca Forte Slim Desk,1595.05
405,Computador Desktop Dell Vostro 3681-M10P 10ª Geração Intel Core i3 4GB 1TB Windows 10 Pro,3149.1
498,"Computador Gamer ARK Powered By Asus AMD Ryzen 5 3400G, 16GB, SSD 120GB, Radeon Vega 11, Windows 10 Pro",3723.0
174,Computador Desktop CorPC SlimPC Intel Core i7 16GB SSD 480GB HDMI Wifi Mouse e Teclado sem fio,2994.59
203,Computador Home Office Intel Core i5 8GB SSD 240GB Windows 10 Desktop Pc Slim Desk,1718.55
443,"Computador Completo PC CPU Flex ASUS Intel Core I5 8GB HD 1Tb Com Kit Monitor 15"" Windows 10",2521.14
277,Computador Gamer Fácil Intel Core i5 9400f (Nona Geração) 16GB DDR4 GT 420 4GB 128 bits SSD 240GB Fonte 500W,3688.54
908,Computador Intel Core i7 16GB SSD 120GB EasyPC Go,2309.99
198,Kit Computador Desktop Dell Vostro VST-3681-MS41M 10ª Geração Intel Core i7 8GB 512GB SSD Windows + Monitor SE2216H,5894.1
861,Computador PC CPU Intel 7ª Geração 4GB SSD 240GB HDMI 4K Áudio 5.1 canais Skill DC,1538.49
266,Computador ICC Intel Core I3 3.20 ghz 8GB HD 1TB Kit Multimídia HDMI FULLHD Monitor LED,1758.65
976,"Computador com monitor 15,6 intel dual core 2.41ghz 4gb hd 500gb 3green business desktop",1797.59
828,Computador Corporate Intel Core 2 Duo E8400 4gb de Ram Hd 500 Gb Kit Multimídia Monitor 19,1528.53
151,"Computador Completo Fácil Intel 4GB SSD 120GB Monitor 19"" HDMI LED Teclado e Mouse",1615.94
159,Computador EasyPC Intel Core i3 4GB DDR3 HD 500GB HDMI Monitor LED 19.5,1805.57
602,Computador Fácil Slim Intel Core i5 8GB HD 1 TB,1598.74
200,"Computador PC Completo Intel 10ª Geração Monitor LED 19.5"" 8GB SSD 240GB HDMI 4K Áudio 5.1 canais Skill DC",2447.99
890,"Computador Completo Intel Core i5 RAM 8GB HD 2TB Monitor 19.5"" LED Quantum Home and Business",2629.19
921,Computador Corp Intel Core i5 8GB SSD 120GB Hdmi Windows 10 Teclado e Mouse Desktop Pc Roca Forte Slim Desk,1519.05
584,"Computador Completo Intel 8ª Geração 8GB HD 2TB wifi (Placa de vídeo Intel UHD 610) Monitor 19.5"" LED HDMI Skill SpeedUP",2694.49
1000,Computador intel core i3 3.30ghz / 8gb / ssd 120gb / gabinete com fonte,1421.97
496,Computador Fácil Intel Core i7 9700F (Nona Geração) 16GB DDR4 SSD 480GB Geforce 2GB,3869.14
544,Computador Pc Cpu Intel Core i5 com Hdmi 4GB SSD 120GB Windows 10 Wifi Desktop,1315.85
193,Computador Completo Intel Core i3 8GB SSD 120GB Monitor LED HDMI Áudio 5.1 canais Quantum Star,1915.19
575,"Computador HP ProDesk 400 G6, Core i3, 8gb, 256gb SSD, Windows Pro -  4A7C2LA",4003.65
785,"Computador EasyPC Slim White Intel Core i3 4GB HD 500GB Monitor LED 19.5"" HQ HDMI Branco",2183.99
913,Computador Completo Intel Core i5 8gb SSD 240GB Monitor Wifi,2817.48
285,Computador Gamer Intel Core i5-2400 GT 710 RAM 8GB HD 500GB Windows 10,2456.7
370,"Computador Completo Intel Core i5 4GB SSD 240GB Monitor 19.5"" LED HDMI Áudio 5.1 canais Quantum Star",2125.19
865,"Computador Completo Intel Core i5 8GB HD 2TB Monitor 19.5"" LED HDMI Áudio 5.1 canais Quantum Star",2334.36
735,"Computador ELGIN Newera E3 Nano, Celeron J1800, 4GB, HD 500GB - 46NEMPC0A8NF",1230.0
184,"Computador Completo Intel Core i5 8GB HD 500GB Monitor LED 15.6"" HDMI EasyPC Go",2024.39
363,"Computador Completo Fácil Intel 4GB SSD 120GB Monitor 15"" HDMI LED Teclado e Mouse",1461.14
704,Computador PC CPU Intel Core i3 8Gb 500Gb,1239.75
982,Computador Desktop Intel Core i5 Com Hdmi 8GB HD 500GB Windows 10 Wifi Pc Cpu,1471.55
581,Computador Intel Core i7 10ª Geração 8GB SSD 240GB Windows 10 SL Certo PC Desempenho 9302,5158.49
571,Computador Intel Core i5 8GB HD 1TB HDMI Full HD Áudio 5.1 canais PC CPU Windows 10 Quantum Slim Flex,2251.19
521,"Computador EasyPC Slim White Intel Core i3 4GB HD 1TB Monitor LED 19.5"" HQ HDMI Branco Windows 10",2755.19
826,Computador Cpu Intel Core i5 8 gb ssd 240 NextPC,1799.0
484,"Computador HP ProDesk 405 G6 Mini, Ryzen 5 Pro, 8GB, 256GB SSD, Windows 10 Pro - 421F6LA",4636.05
629,Computador PC CPU Intel Core i3 8GB SSD 240GB Windows 10 HDMI Full HD Wifi dual band mouse e teclado sem fio EasyPC Desktop,2091.59
979,Micro Computador Lenovo v530s-071CB Intel core i3-8100 4gb 500gb Windows10,2951.55
677,"Computador Micro Multilaser DT50, AMD R3, 4GB, 1TB, Sem Monitor, Linux, Preto + Kit Teclado e Mouse",1804.05
286,Computador Desktop Dell XPS 8940-A50M 10ª Geração i7 16GB 256GB SSD + 1TB HD RTX 3060 Windows Preto + Monitor AW2521HF,12374.1
867,"Computador Desktop EasyPC Plus Intel Core i5 8GB HD 2TB, teclado, mouse e caixas de som HDMI Full HD",1999.19
813,Computador Completo Intel I3 4GB de Ram SSD 120GB Windows 10 Pro Monitor Led 19'' + Teclado e Mouse,1994.05
919,"Computador Gamer AMD Ryzen 5 3400G, 8GB, 480GB, GT 730 2GB, Windows 10",2945.0
441,Computador Fácil Intel Core i5 9400f (Nona Geração) 8GB DDR4 GeForce Nvidia 1GB SSD 480GB,2716.74
128,Kit Computador Desktop Dell Vostro VST-3681-M11M 10ª Geração Intel Core i3 4GB 256GB SSD Windows + Monitor SE2216H,3716.1
1031,"Computador PC CPU Completo Intel Core i5 3.20GHZ 8GB 1TB  Monitor 21,5"" LED HDMI Kit",2778.75
365,Computador Corporate I3 4gb Hd 500gb Monitor 15,1495.15
519,Computador Desktop Dell Vostro 3681-U30 10ª Geração Intel Core i5 8GB 256SSD Linux,3806.1
78,Computador Intel Core i5 Com Hdmi 8GB HD 500GB Windows 10 Desktop Pc - Mali Brasil,1528.55
140,"Computador Completo Intel Core i5 16GB SSD 480GB Monitor LED 19.5"" HDMI EasyPC Go",2687.99
915,"Computador Completo Intel 7ª Geração 8GB SSD 240GB (Placa de vídeo Intel UHD 610) Monitor 21.5"" Full HD HDMI Skill Pro",2711.49
262,Computador Intel Core i5 12GB SSD 480GB EasyPC Go,1923.59
961,Computador Completo Pc Cpu Monitor Intel Core I5 8GB HD 500GB Windows 10 Pro Hdmi Teclado e Mouse,2321.84
1036,"Computador Completo Intel Core i5 8GB SSD 120GB Monitor LED 15.6"" HDMI EasyPC Go",2066.39
445,Computador Fácil Slim Intel Core i5 8GB HD 500GB,1426.74
427,Computador Pc Cpu Intel Core i3 Turbo 4GB SSD 120GB Hdmi Windows 10 Desktop,1329.05
52,"Computador Completo Intel Core i5 8GB HD 1TB Windows 10 Monitor 19"" HDMI 3green ElitePC Slim",2948.39
568,"Computador Desktop ICC IV2542SWM19 Intel Core I5 3.20 ghz 4gb HD 1TB Monitor LED 19,5 Windows 10",2132.65
684,"Computador Completo AMD 6-Core 4GB (Placa de vídeo RADEON R5) HD 1TB + SSD Monitor 19"" HDMI Windows 10 Pro HDMIL Full HD DC Slim2",2515.99
860,"Computador Completo PC CPU Flex ASUS Intel Core I7 16GB HD 1Tb Com Kit Monitor 19"" Windows 10",3758.04
1004,"Computador Completo Fácil AMD PHENOM 4GB SSD 240GB  Monitor 15"" HDMI LED Teclado e Mouse",1667.54
383,Computador Fácil Intel Core i5 9400f (Nona Geração) 16GB DDR4 GeForce Nvidia 1GB HD 1TB,3060.74
503,Computador Deutel Gamer Athlon 3000G 8gb Hd 500GB,2035.0
48,"Computador Completo Intel Dual Core 4GB HD 500GB Monitor 19.5"" HDMI Full HD Áudio 5.1 canais Skill DC",1709.34
631,"Computador Pc Cpu Completo Monitor 18"" Intel Core i5 Hdmi 4GB SSD 120GB Windows 10 com Teclado Mouse",1899.05
88,Computador Pc Cpu Intel Core i5 8GB SSD 480GB Hdmi Windows 10 - Mali Brasil,1718.55
855,Computador Corporate I5 6gb de Ram Hd 500 Gb Kit Multimidia Monitor 15,1737.6
458,Computador Intel Core i3 8GB SSD 240GB EasyPC Go,1453.19
395,Computador Deutel Gamer I5 8GB Ssd 240GB,1840.0
649,Computador PC Intel 8ª Geração 8GB DDR4 SSD 480GB (Placa de vídeo Intel UHD 610) HDMI Full HD Skill SlimPC,2065.49
896,Computador Completo Intel Core i5 RAM 4GB HD 1TB Monitor LED Quantum Home and Business,2091.59
1005,"Computador Completo Intel Core i5 16GB SSD 240GB Monitor LED 21.5"" HDMI EasyPC Go",2797.19
661,Servidor Desktop Computador Intel Xeon Quad Core 8GB SSD 240GB Placa de vídeo Geforce GT CorPC Safe,1889.99
672,"Computador Completo Slim Intel 10ª Geração G5905 8GB DDR4 SSD 480GB Monitor 19"" HDMI Skill Premiere",2847.49
413,"Computador Completo Intel Core i5 16GB HD 500GB Monitor LED 19.5"" HDMI EasyPC Go",2343.59
601,Computador Fácil AMD ATHLON 3000G 16GB DDR4 2666Mhz HD 500GB Radeon Vega 3,1959.94
726,"Computador Completo Intel 2,58Ghz 4GB HD 1TB Monitor 19.5"" HDMI LED Áudio 5.1 canais Slim Skill",2031.49
658,"mini Computador Lenovo V50S Intel Core i5-10500t, 4GB, HD 500GB",3704.05
815,"Computador CorPC Intel Core i5 8GB DDR3, HD 500GB",1478.39
551,Computador Pc Completo Intel Core i3 8GB HD 500GB Wi-fi,2417.07
232,Computador Home Office Intel Core i5 8GB SSD 480GB Windows 10 Desktop Pc Slim Desk,1854.92
534,"Computador Desktop Quantum Expert QE51001D Intel Core i5 3,4GHZ 8GB HD 500GB HDMI Full HD",1462.43
936,Computador Fácil Slim Intel 4GB SSD 240GB,1269.0
857,Computador Completo Pc Cpu Monitor Intel Core I5 8GB HD 500GB Windows 10 Pro Hdmi Wifi Teclado e Mouse Caixa de Som,2374.69
314,"Computador Completo Intel Core i5 8GB HD 500GB Monitor 19.5"" LED HDMI Áudio 5.1 canais Quantum Star",2091.59
56,"Computador Completo PC CPU Monitor 19.5"" HDMI Intel Core i3 6GB HD 500GB com teclado e mouse Desktop Wifi CorPC",1763.16
663,"Computador Completo Intel Core i3 4GB SSD 120GB Monitor LED 19.5"" HDMI EasyPC Go",1831.19
508,"Computador Completo PC CPU Flex ASUS Intel Core I7 16GB HD 2Tb Com Kit Monitor 19"" Windows 10",4246.38
647,Computador Intel Dual Core J4005 2.0 GHz 8GB HD 1 TB Windows 10 PRO Certo PC FIT II 024,2743.59
492,"Computador PC Completo Intel 10ª Geração Monitor LED 19.5"" 8GB SSD 120GB HDMI 4K Áudio 5.1 canais Skill DC",2345.99
1024,"Computador Gamer Skill AMD Ryzen 5 3400G , Radeon RX VEGA 11, 8GB DDR4 Ballistix, SSD 120GB",3544.49
69,Computador Cpu Intel Core I5 memória 8gb SSD 240gb,1405.05
798,"Computador Completo  Intel Core i5 RAM 8GB SSD 480GB Monitor 21.5"" Full HD LED Quantum Home and Business",2683.37
217,"Computador Completo Intel Core i5 RAM 8GB SSD 240GB Monitor 19.5"" LED Quantum Home and Business",2268.41
506,Computador Fácil Intel Core i5 8GB HD 500GB,1271.94
591,Computador Desktop Lenovo V50s i5-10400 8GB 1TB Win 10 Home 11HA0019BO Preto,3899.0
765,Computador Fácil Intel Core i9 9900 (9ª Geração) 16GB SSD 240GB,4608.74
873,"Computador Completo Intel Core i3 4GB HD 1TB Monitor LED 19.5"" HDMI EasyPC Go",2015.99
368,"Computador Completo Intel Core i5 8GB SSD 240GB Windows 10 Monitor 19"" HDMI 3green ElitePC Slim",2906.39
533,Computador Desktop Intel Core i7 8GB SSD 240GB CorPC Fast,2404.07
699,"Computador Completo Intel Core i7 8GB HD 2TB Monitor HDMI 19.5"" - EASYPC",4969.7
1010,Computador EasyPC Slim Intel Core i3 6GB HD 500GB HDMI Full HD,1276.79
898,"Computador Completo EasyPC Intel Core i7 8GB HD 2TB Monitor 21.5"" Full HD",4153.99
62,Computador ICC Core I3 3.20ghz 4GB HD 120GB SSD Kit Multimídia Monitor LED HDMI FULLHD,1495.15
980,"Computador Completo Intel Core i5 8GB HD 500GB Monitor HDMI 19.5"" Áudio 5.1 canais PC CPU Windows 10 Quantum Slim Flex",2713.19
934,Computador Fácil Amd Ryzen 5 3600x 16GB DDR4 Geforce 1GB HD 500GB,3697.14
27,"Computador Gamer Fácil  Completo Intel Core i5 2400s 8GB HD 500GB GeForce 2GB Monitor 21,5"" HDMI LED",2751.14
257,Computador Completo Intel Core i5 4GB HD 500GB Monitor LED HDMI Áudio 5.1 canais Quantum Star,1873.19
1027,"Computador Completo Intel 8ª Geração G4930 com Windows 10 Professional Monitor 19.5"" HDMI 4GB SSD 120GB Skill MSW",2277.99
841,Pc Computador Gamer Completo I5 8GB SSD 240GB Placa De Vídeo,3812.07
559,Servidor Desktop Computador Intel Xeon Quad Core 8GB HD 2TB Placa de vídeo Geforce GT CorPC Safe,2015.99
782,Computador PC CPU Intel Core i5 8GB SSD 480GB Windows 10 HDMI Full HD 3green ElitePC Slim,2377.19
167,Computador Goldentec F-GCLAMD Ryzen 3 2200G PRO 3.5GHz 4GB SSD 240GB,2045.91
211,"Computador Completo Intel Core i5 12GB HD 3TB Monitor LED 19.5"" HDMI EasyPC Go",2561.99
940,Computador Gamer Completo Fácil Intel i5 8GB Placa de Vídeo GT 730 2GB HD 500GB Monitor 19,2980.8
120,"Computador Completo Intel Core i3 8GB SSD 240GB Windows 10 HDMI Wifi dual band Monitor 19"" EasyPC Desktop",2729.99
758,Computador intel 8gb ram hd 500gb c/ teclado e mouse,1348.49
729,"Computador Pc Completo i5 3 Ger. 8gb Hd 500GB mon. 19""",2519.1
757,"Computador Completo  Intel Core i5 RAM 8GB HD 1TB Monitor 21.5"" Full HD LED Quantum Home and Business",2595.59
499,"Computador Completo Intel Core i7 16GB SSD 240GB Monitor LED 19.5"" HDMI EasyPC Go",3116.39
406,Computador Desktop CorPC SlimPC Intel Core i3 4GB HD 500GB HDMI Wifi,1251.59
606,Computador Desktop Completo com Monitor LED HDMI Intel Core i5 12GB SSD 240GB mouse e teclado CorPC CPFS-I511 Fullset,2578.79
954,Computador Core I5 Memória 8GB HD 500GB,1394.99
456,"Computador Icc IV2581S Intel Core I5 3,20ghz 8gb HD 500gb",1274.15
638,Computador Mini Cpu Nuc Intel Core I3 8GB SSD 120GB HDMI,2497.55
54,"Computador Gamer Completo com Monitor Full HD 21.5"" Intel Core i5 8GB HD 500GB (Nvidia Geforce GT) Kit gamer com mousepad EasyPC Light",3265.91
595,"Computador Completo Intel Core i3 8GB SSD 240GB Windows 10 HDMI Wifi dual band Monitor 15"" EasyPC Desktop",2662.79
493,Computador Pc Cpu Completo Monitor 18” Intel Core i3 Hdmi 4GB SSD 120GB Windows 10 Teclado e Mouse,1804.05
137,"Computador Completo PC CPU Monitor 19.5"" Intel Core i3 memória 6GB com HD 500GB saída HDMI Full HD Quantum Plus Desktop",1873.19
394,"Computador Completo PC CPU Flex ASUS Intel Core I5 8GB SSD 480Gb Com Kit Monitor 19"" Windows 10",3262.44
795,Computador Completo Pc Cpu Intel Core I5 8GB HD 500GB Windows 10 Pro Hdmi Teclado e Mouse,1645.05
156,"Computador PC Intel 8ª Geração 8GB DDR4 SSD 480GB (Placa de vídeo Intel UHD 610) Monitor LED Branco 19.5"" HDMI  Skill SlimPC",2847.49
738,Kit computador completo i3 4gb ram ssd120gb monitor 17p +teclado+mouse,1665.0
463,"Computador Completo Intel Core i3 4GB SSD 240GB Windows 10 Monitor 19"" HDMI 3green ElitePC Slim",2587.19
